id,parentId,sku,title,brand,category,subcategory,shortDescription,bulletPoints,description,materials,dimensions,weight,image,imageGallery,variantType,variantValue,kindnessScore,kindnessScoreNotes,ecoTags,searchKeywords,relatedIds,featured,inStock,price,currency,priceBasis,unit,packSize,moq,quality,productFamily,scoreVerified
psp-032,parent-shirt-packaging-012,PSP-032,"Shirt Packaging — Cotton Recycled Board, GRS Certified (Style 3)",KindNesta,packaging,GRS Shirt Packaging,"Made from Cotton Recycled Board, GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from Cotton Recycled Board, GRS Certified. Part of the KindNesta shirt packaging range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Cotton Recycled Board, GRS Certified",,,/images/products/psp/psp-032.png,/images/products/psp/psp-032.png,Style,Style 3,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|shirt packaging|packaging|grs shirt packaging,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.03,EUR,ex-works,piece,1000 Pcs,1000,"Made from Cotton Recycled Board, GRS Certified",Shirt Packaging,FALSE
psp-033,parent-shirt-packaging-012,PSP-033,"Shirt Packaging — Cotton Recycled Board, GRS Certified (Style 4)",KindNesta,packaging,GRS Shirt Packaging,"Made from Cotton Recycled Board, GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from Cotton Recycled Board, GRS Certified. Part of the KindNesta shirt packaging range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Cotton Recycled Board, GRS Certified",,,/images/products/psp/psp-033.png,/images/products/psp/psp-033.png,Style,Style 4,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|shirt packaging|packaging|grs shirt packaging,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.03,EUR,ex-works,piece,1000 Pcs,1000,"Made from Cotton Recycled Board, GRS Certified",Shirt Packaging,FALSE
psp-034,parent-recycled-ldpe-polybags-013,PSP-034,Recycled LDPE Polybags — GRS recycled LDPE polybag · PVC-free (Style 1),KindNesta,polybags,GRS Recycled Ldpe Polybags,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,GRS certified recycled content|PVC-free|Post-consumer recycled feedstock|Supplied in 1000 Pcs,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free. Part of the KindNesta recycled ldpe polybags range. Kindness Score notes (provisional): GRS certified recycled content; PVC-free.,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,,,/images/products/psp/psp-034.png,/images/products/psp/psp-034.png,Style,Style 1,75,GRS certified recycled content; PVC-free,grs-certified|pvc-free|post-consumer,grs-certified|pvc-free|post-consumer|recycled ldpe polybags|polybags|grs recycled ldpe polybags,psp-035|psp-036,FALSE,TRUE,0.045,EUR,ex-works,piece,1000 Pcs,1000,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,Recycled LDPE Polybags,FALSE
psp-035,parent-recycled-ldpe-polybags-013,PSP-035,Recycled LDPE Polybags — GRS recycled LDPE polybag · PVC-free (Style 2),KindNesta,polybags,GRS Recycled Ldpe Polybags,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,GRS certified recycled content|PVC-free|Post-consumer recycled feedstock|Supplied in 1000 Pcs,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free. Part of the KindNesta recycled ldpe polybags range. Kindness Score notes (provisional): GRS certified recycled content; PVC-free.,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,,,/images/products/psp/psp-035.png,/images/products/psp/psp-035.png,Style,Style 2,75,GRS certified recycled content; PVC-free,grs-certified|pvc-free|post-consumer,grs-certified|pvc-free|post-consumer|recycled ldpe polybags|polybags|grs recycled ldpe polybags,psp-034|psp-036,FALSE,TRUE,0.25,EUR,ex-works,piece,1000 Pcs,1000,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,Recycled LDPE Polybags,FALSE
psp-036,parent-recycled-ldpe-polybags-013,PSP-036,Recycled LDPE Polybags — GRS recycled LDPE polybag · PVC-free (Style 3),KindNesta,polybags,GRS Recycled Ldpe Polybags,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,GRS certified recycled content|PVC-free|Post-consumer recycled feedstock|Supplied in 1000 Pcs,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free. Part of the KindNesta recycled ldpe polybags range. Kindness Score notes (provisional): GRS certified recycled content; PVC-free.,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,,,/images/products/psp/psp-036.png,/images/products/psp/psp-036.png,Style,Style 3,75,GRS certified recycled content; PVC-free,grs-certified|pvc-free|post-consumer,grs-certified|pvc-free|post-consumer|recycled ldpe polybags|polybags|grs recycled ldpe polybags,psp-034|psp-035,FALSE,TRUE,0.03,EUR,ex-works,piece,1000 Pcs,1000,Made from 100% Pre or Post consumer polybag waste. GRS Certified 100% PVC Free,Recycled LDPE Polybags,FALSE
psp-037,parent-case-making-packaging-box-014,PSP-037,"Case Making Packaging Box — FSC Recycled Paper,FSC Certified (Style 1)",KindNesta,packaging,FSC Case Making Packaging Box,"Made from FSC Recycled Paper,FSC Certified",Fsc Certified|FSC certified paper/board|Contains recycled content|Supplied in 1000 Pcs,"Made from FSC Recycled Paper,FSC Certified. Part of the KindNesta case making packaging box range. Kindness Score notes (provisional): FSC certified paper/board; Recycled feedstock.","Made from FSC Recycled Paper,FSC Certified",,,/images/products/psp/psp-037.png,/images/products/psp/psp-037.png,Style,Style 1,72,FSC certified paper/board; Recycled feedstock,fsc-certified|recycled,fsc-certified|recycled|case making packaging box|packaging|fsc case making packaging box,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,2.26,EUR,ex-works,piece,1000 Pcs,1000,"Made from FSC Recycled Paper,FSC Certified",Case Making Packaging Box,FALSE
psp-038,parent-case-making-packaging-box-014,PSP-038,"Case Making Packaging Box — FSC Recycled Paper,FSC Certified (Style 2)",KindNesta,packaging,FSC Case Making Packaging Box,"Made from FSC Recycled Paper,FSC Certified",Fsc Certified|FSC certified paper/board|Contains recycled content|Supplied in 1000 Pcs,"Made from FSC Recycled Paper,FSC Certified. Part of the KindNesta case making packaging box range. Kindness Score notes (provisional): FSC certified paper/board; Recycled feedstock.","Made from FSC Recycled Paper,FSC Certified",,,/images/products/psp/psp-038.png,/images/products/psp/psp-038.png,Style,Style 2,72,FSC certified paper/board; Recycled feedstock,fsc-certified|recycled,fsc-certified|recycled|case making packaging box|packaging|fsc case making packaging box,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,1.65,EUR,ex-works,piece,1000 Pcs,1000,"Made from FSC Recycled Paper,FSC Certified",Case Making Packaging Box,FALSE
psp-039,parent-stationery-ruller-015,PSP-039,"Stationery (Ruller) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Ruller),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (ruller) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-039.png,/images/products/psp/psp-039.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (ruller)|stationery|grs stationery (ruller),psp-040|psp-041|psp-042|psp-043,FALSE,TRUE,0.24,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Ruller),FALSE
psp-040,parent-stationery-notebook-016,PSP-040,"Stationery (Notebook) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Notebook),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (notebook) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-040.png,/images/products/psp/psp-040.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (notebook)|stationery|grs stationery (notebook),psp-039|psp-041|psp-042|psp-043,TRUE,TRUE,0.829,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Notebook),FALSE
psp-041,parent-stationery-files-017,PSP-041,"Stationery (Files) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Files),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (files) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-041.png,/images/products/psp/psp-041.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (files)|stationery|grs stationery (files),psp-039|psp-040|psp-042|psp-043,FALSE,TRUE,0.398,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Files),FALSE
psp-042,parent-stationery-tea-coaster-018,PSP-042,"Stationery (Tea Coaster) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Tea Coaster),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (tea coaster) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-042.png,/images/products/psp/psp-042.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (tea coaster)|stationery|grs stationery (tea coaster),psp-039|psp-040|psp-041|psp-043,FALSE,TRUE,0.455,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Tea Coaster),FALSE
psp-043,parent-stationery-exam-pad-019,PSP-043,"Stationery (Exam Pad) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Exam Pad),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (exam pad) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-043.png,/images/products/psp/psp-043.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (exam pad)|stationery|grs stationery (exam pad),psp-039|psp-040|psp-041|psp-042,FALSE,TRUE,0.852,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Exam Pad),FALSE
psp-044,parent-stationery-scibbling-pad-020,PSP-044,"Stationery (Scibbling Pad) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Scibbling Pad),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (scibbling pad) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-044.png,/images/products/psp/psp-044.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (scibbling pad)|stationery|grs stationery (scibbling pad),psp-039|psp-040|psp-041|psp-042,FALSE,TRUE,0.682,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Scibbling Pad),FALSE
psp-045,parent-stationery-id-card-021,PSP-045,"Stationery (Id Card) — 100% Cotton Recycled Paper,GRS Certified",KindNesta,stationery,GRS Stationery (Id Card),"Made from 100% Cotton Recycled Paper,GRS Certified",GRS certified recycled content|Contains recycled content|Recycled cotton feedstock|Supplied in 1000 Pcs,"Made from 100% Cotton Recycled Paper,GRS Certified. Part of the KindNesta stationery (id card) range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from 100% Cotton Recycled Paper,GRS Certified",,,/images/products/psp/psp-045.png,/images/products/psp/psp-045.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled|cotton-recycled,grs-certified|recycled|cotton-recycled|stationery (id card)|stationery|grs stationery (id card),psp-039|psp-040|psp-041|psp-042,FALSE,TRUE,0.216,EUR,ex-works,piece,1000 Pcs,1000,"Made from 100% Cotton Recycled Paper,GRS Certified",Stationery (Id Card),FALSE
psp-046,parent-tissue-paper-022,PSP-046,Tissue Paper — FSC Certified Paper,KindNesta,packaging,FSC Tissue Paper,Made from FSC Certified Paper,Fsc Certified|FSC certified paper/board|Supplied in 1000 Pcs,Made from FSC Certified Paper. Part of the KindNesta tissue paper range. Kindness Score notes (provisional): FSC certified paper/board.,Made from FSC Certified Paper,,,/images/products/psp/psp-046.png,/images/products/psp/psp-046.png,,,67,FSC certified paper/board,fsc-certified,fsc-certified|tissue paper|packaging|fsc tissue paper,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.051,EUR,ex-works,piece,1000 Pcs,1000,Made from FSC Certified Paper,Tissue Paper,FALSE
psp-047,parent-glassine-envelope-023,PSP-047,Glassine Envelope — FSC Certified Paper (Style 1),KindNesta,packaging,FSC Glassine Envelope,Made from FSC Certified Paper,Fsc Certified|FSC certified paper/board|Supplied in 2000 Pcs,Made from FSC Certified Paper. Part of the KindNesta glassine envelope range. Kindness Score notes (provisional): FSC certified paper/board.,Made from FSC Certified Paper,,,/images/products/psp/psp-047.png,/images/products/psp/psp-047.png,Style,Style 1,67,FSC certified paper/board,fsc-certified,fsc-certified|glassine envelope|packaging|fsc glassine envelope,psp-015|psp-016|psp-017|psp-018,FALSE,TRUE,0.103,EUR,ex-works,piece,2000 Pcs,2000,Made from FSC Certified Paper,Glassine Envelope,FALSE
psp-048,parent-glassine-envelope-023,PSP-048,Glassine Envelope — FSC Certified Paper (Style 2),KindNesta,packaging,FSC Glassine Envelope,Made from FSC Certified Paper,Fsc Certified|FSC certified paper/board|Supplied in 2000 Pcs,Made from FSC Certified Paper. Part of the KindNesta glassine envelope range. Kindness Score notes (provisional): FSC certified paper/board.,Made from FSC Certified Paper,,,/images/products/psp/psp-048.png,/images/products/psp/psp-048.png,Style,Style 2,67,FSC certified paper/board,fsc-certified,fsc-certified|glassine envelope|packaging|fsc glassine envelope,psp-015|psp-016|psp-017|psp-018,TRUE,TRUE,0.108,EUR,ex-works,piece,2000 Pcs,2000,Made from FSC Certified Paper,Glassine Envelope,FALSE
psp-049,parent-labels-024,PSP-049,Labels — Labels made from 100% Organic cotton,KindNesta,labels,Organic Labels,Labels made from 100% Organic cotton,Organic Cotton|Supplied in 1000 Pcs|Organic fiber content,Labels made from 100% Organic cotton. Part of the KindNesta labels range. Kindness Score notes (provisional): Organic fiber content.,Labels made from 100% Organic cotton,,,/images/products/psp/psp-049.png,/images/products/psp/psp-049.png,,,63,Organic fiber content,organic-cotton,organic-cotton|labels|labels|organic labels,psp-050|psp-051|psp-052|psp-053,FALSE,TRUE,0.03,EUR,ex-works,piece,1000 Pcs,1000,Labels made from 100% Organic cotton,Labels,FALSE
psp-050,parent-labels-025,PSP-050,"Labels — Labels made from Cotton and Polyester blend yarn, Oekotex certified",KindNesta,labels,Oeko-Tex Labels,"Labels made from Cotton and Polyester blend yarn, Oekotex certified",Oekotex Certified|Supplied in 1000 Pcs,"Labels made from Cotton and Polyester blend yarn, Oekotex certified. Part of the KindNesta labels range. Kindness Score notes (provisional): Oeko-Tex certified; Virgin polyester content lowers score vs recycled options.","Labels made from Cotton and Polyester blend yarn, Oekotex certified",,,/images/products/psp/psp-050.png,/images/products/psp/psp-050.png,,,58,Oeko-Tex certified; Virgin polyester content lowers score vs recycled options,oekotex-certified,oekotex-certified|labels|labels|oeko-tex labels,psp-049|psp-051|psp-052|psp-053,FALSE,TRUE,0.04,EUR,ex-works,piece,1000 Pcs,1000,"Labels made from Cotton and Polyester blend yarn, Oekotex certified",Labels,FALSE
psp-051,parent-labels-026,PSP-051,Labels — Labels made from 100% Organic Cotton yarn with No Fray Edge…,KindNesta,labels,GOTS Labels,"Labels made from 100% Organic Cotton yarn with No Fray Edge Finish, GOTS certified",GOTS certified|GOTS certified materials|Organic Cotton|Supplied in 1000 Pcs,"Labels made from 100% Organic Cotton yarn with No Fray Edge Finish, GOTS certified. Part of the KindNesta labels range. Kindness Score notes (provisional): GOTS certified materials; Organic fiber content.","Labels made from 100% Organic Cotton yarn with No Fray Edge Finish, GOTS certified",,,/images/products/psp/psp-051.png,/images/products/psp/psp-051.png,,,81,GOTS certified materials; Organic fiber content,gots-certified|organic-cotton,gots-certified|organic-cotton|labels|labels|gots labels,psp-049|psp-050|psp-052|psp-053,FALSE,TRUE,0.05,EUR,ex-works,piece,1000 Pcs,1000,"Labels made from 100% Organic Cotton yarn with No Fray Edge Finish, GOTS certified",Labels,FALSE
psp-052,parent-labels-027,PSP-052,Labels — Labels made from 100% Organic Cotton yarn,KindNesta,labels,Organic Labels,Labels made from 100% Organic Cotton yarn,Organic Cotton|Supplied in 1000 Pcs|Organic fiber content,Labels made from 100% Organic Cotton yarn. Part of the KindNesta labels range. Kindness Score notes (provisional): Organic fiber content.,Labels made from 100% Organic Cotton yarn,,,/images/products/psp/psp-052.png,/images/products/psp/psp-052.png,,,63,Organic fiber content,organic-cotton,organic-cotton|labels|labels|organic labels,psp-049|psp-050|psp-051|psp-053,FALSE,TRUE,0.05,EUR,ex-works,piece,1000 Pcs,1000,Labels made from 100% Organic Cotton yarn,Labels,FALSE
psp-053,parent-labels-028,PSP-053,"Labels — Labels made from 100% Recycled Polyester Yarn, No Fray Edge…",KindNesta,labels,GRS Labels,"Labels made from 100% Recycled Polyester Yarn, No Fray Edge Finish, GRS certified",GRS certified|Contains recycled content|Supplied in 1000 Pcs,"Labels made from 100% Recycled Polyester Yarn, No Fray Edge Finish, GRS certified. Part of the KindNesta labels range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Labels made from 100% Recycled Polyester Yarn, No Fray Edge Finish, GRS certified",,,/images/products/psp/psp-053.png,/images/products/psp/psp-053.png,,,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled,grs-certified|recycled|labels|labels|grs labels,psp-049|psp-050|psp-051|psp-052,FALSE,TRUE,0.02,EUR,ex-works,piece,1000 Pcs,1000,"Labels made from 100% Recycled Polyester Yarn, No Fray Edge Finish, GRS certified",Labels,FALSE
psp-054,parent-labels-029,PSP-054,"Labels — Labels made from 100% Polyester yarn, Oekotex certified",KindNesta,labels,Oeko-Tex Labels,"Labels made from 100% Polyester yarn, Oekotex certified",Oekotex Certified|Supplied in 1000 Pcs,"Labels made from 100% Polyester yarn, Oekotex certified. Part of the KindNesta labels range. Kindness Score notes (provisional): Oeko-Tex certified; Virgin polyester content lowers score vs recycled options.","Labels made from 100% Polyester yarn, Oekotex certified",,,/images/products/psp/psp-054.png,/images/products/psp/psp-054.png,,,58,Oeko-Tex certified; Virgin polyester content lowers score vs recycled options,oekotex-certified,oekotex-certified|labels|labels|oeko-tex labels,psp-049|psp-050|psp-051|psp-052,FALSE,TRUE,0.09,EUR,ex-works,piece,1000 Pcs,1000,"Labels made from 100% Polyester yarn, Oekotex certified",Labels,FALSE
psp-055,parent-hangtag-strings-030,PSP-055,"Hangtag Strings — 100% Cotton, Oekotex Certified (Style 1)",KindNesta,trims,Oeko-Tex Hangtag Strings,"Made from 100% Cotton, Oekotex Certified",Oekotex Certified|Supplied in 1000 Meters,"Made from 100% Cotton, Oekotex Certified. Part of the KindNesta hangtag strings range. Kindness Score notes (provisional): Oeko-Tex certified.","Made from 100% Cotton, Oekotex Certified",,,/images/products/psp/psp-055.png,/images/products/psp/psp-055.png,Style,Style 1,63,Oeko-Tex certified,oekotex-certified,oekotex-certified|hangtag strings|trims|oeko-tex hangtag strings,psp-056|psp-057|psp-058|psp-059,TRUE,TRUE,0.14,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Cotton, Oekotex Certified",Hangtag Strings,FALSE
psp-056,parent-hangtag-strings-030,PSP-056,"Hangtag Strings — 100% Cotton, Oekotex Certified (Style 2)",KindNesta,trims,Oeko-Tex Hangtag Strings,"Made from 100% Cotton, Oekotex Certified",Oekotex Certified|Supplied in 1000 Meters,"Made from 100% Cotton, Oekotex Certified. Part of the KindNesta hangtag strings range. Kindness Score notes (provisional): Oeko-Tex certified.","Made from 100% Cotton, Oekotex Certified",,,/images/products/psp/psp-056.png,/images/products/psp/psp-056.png,Style,Style 2,63,Oeko-Tex certified,oekotex-certified,oekotex-certified|hangtag strings|trims|oeko-tex hangtag strings,psp-055|psp-057|psp-058|psp-059,FALSE,TRUE,0.03,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Cotton, Oekotex Certified",Hangtag Strings,FALSE
psp-057,parent-tapes-031,PSP-057,"Tapes — 100% Organic Cotton, GOTS Certified (Style 1)",KindNesta,trims,GOTS Tapes,"Made from 100% Organic Cotton, GOTS Certified",GOTS certified|GOTS certified materials|Organic Cotton|Supplied in 1000 Meters,"Made from 100% Organic Cotton, GOTS Certified. Part of the KindNesta tapes range. Kindness Score notes (provisional): GOTS certified materials; Organic fiber content.","Made from 100% Organic Cotton, GOTS Certified",,,/images/products/psp/psp-057.png,/images/products/psp/psp-057.png,Style,Style 1,81,GOTS certified materials; Organic fiber content,gots-certified|organic-cotton,gots-certified|organic-cotton|tapes|trims|gots tapes,psp-055|psp-056|psp-058|psp-059,FALSE,TRUE,0.14,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Organic Cotton, GOTS Certified",Tapes,FALSE
psp-058,parent-tapes-032,PSP-058,"Tapes — 100% Recycled Polyester, Oekotex Certified",KindNesta,trims,Oeko-Tex Tapes,"Made from 100% Recycled Polyester, Oekotex Certified",Oekotex Certified|Contains recycled content|Supplied in 1000 Meters,"Made from 100% Recycled Polyester, Oekotex Certified. Part of the KindNesta tapes range. Kindness Score notes (provisional): Oeko-Tex certified; Recycled feedstock.","Made from 100% Recycled Polyester, Oekotex Certified",,,/images/products/psp/psp-058.png,/images/products/psp/psp-058.png,,,68,Oeko-Tex certified; Recycled feedstock,oekotex-certified|recycled,oekotex-certified|recycled|tapes|trims|oeko-tex tapes,psp-055|psp-056|psp-057|psp-059,FALSE,TRUE,0.09,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Recycled Polyester, Oekotex Certified",Tapes,FALSE
psp-059,parent-tapes-031,PSP-059,"Tapes — 100% Organic Cotton, GOTS Certified (Style 2)",KindNesta,trims,GOTS Tapes,"Made from 100% Organic Cotton, GOTS Certified",GOTS certified|GOTS certified materials|Organic Cotton|Supplied in 1000 Meters,"Made from 100% Organic Cotton, GOTS Certified. Part of the KindNesta tapes range. Kindness Score notes (provisional): GOTS certified materials; Organic fiber content.","Made from 100% Organic Cotton, GOTS Certified",,,/images/products/psp/psp-059.png,/images/products/psp/psp-059.png,Style,Style 2,81,GOTS certified materials; Organic fiber content,gots-certified|organic-cotton,gots-certified|organic-cotton|tapes|trims|gots tapes,psp-055|psp-056|psp-057|psp-058,FALSE,TRUE,0.07,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Organic Cotton, GOTS Certified",Tapes,FALSE
psp-060,parent-tapes-031,PSP-060,"Tapes — 100% Organic Cotton, GOTS Certified (Style 3)",KindNesta,trims,GOTS Tapes,"Made from 100% Organic Cotton, GOTS Certified",GOTS certified|GOTS certified materials|Organic Cotton|Supplied in 1000 Meters,"Made from 100% Organic Cotton, GOTS Certified. Part of the KindNesta tapes range. Kindness Score notes (provisional): GOTS certified materials; Organic fiber content.","Made from 100% Organic Cotton, GOTS Certified",,,/images/products/psp/psp-060.png,/images/products/psp/psp-060.png,Style,Style 3,81,GOTS certified materials; Organic fiber content,gots-certified|organic-cotton,gots-certified|organic-cotton|tapes|trims|gots tapes,psp-055|psp-056|psp-057|psp-058,FALSE,TRUE,0.16,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Organic Cotton, GOTS Certified",Tapes,FALSE
psp-061,parent-tapes-031,PSP-061,"Tapes — 100% Organic Cotton, GOTS Certified (Style 4)",KindNesta,trims,GOTS Tapes,"Made from 100% Organic Cotton, GOTS Certified",GOTS certified|GOTS certified materials|Organic Cotton|Supplied in 1000 Meters,"Made from 100% Organic Cotton, GOTS Certified. Part of the KindNesta tapes range. Kindness Score notes (provisional): GOTS certified materials; Organic fiber content.","Made from 100% Organic Cotton, GOTS Certified",,,/images/products/psp/psp-061.png,/images/products/psp/psp-061.png,Style,Style 4,81,GOTS certified materials; Organic fiber content,gots-certified|organic-cotton,gots-certified|organic-cotton|tapes|trims|gots tapes,psp-055|psp-056|psp-057|psp-058,FALSE,TRUE,0.12,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Organic Cotton, GOTS Certified",Tapes,FALSE
psp-062,parent-ropes-033,PSP-062,"Ropes — 100% Cotton, Oekotex certified",KindNesta,trims,Oeko-Tex Ropes,"Made from 100% Cotton, Oekotex certified",Oekotex Certified|Supplied in 1000 Meters,"Made from 100% Cotton, Oekotex certified. Part of the KindNesta ropes range. Kindness Score notes (provisional): Oeko-Tex certified.","Made from 100% Cotton, Oekotex certified",,,/images/products/psp/psp-062.png,/images/products/psp/psp-062.png,,,63,Oeko-Tex certified,oekotex-certified,oekotex-certified|ropes|trims|oeko-tex ropes,psp-055|psp-056|psp-057|psp-058,FALSE,TRUE,0.04,EUR,ex-works,meter,1000 Meters,1000,"Made from 100% Cotton, Oekotex certified",Ropes,FALSE
psp-063,parent-elastics-034,PSP-063,"Elastics — Recycled polyester& Natural Rubber , GRS Certified (Style 1)",KindNesta,trims,GRS Elastics,"Made from Recycled polyester& Natural Rubber , GRS Certified",GRS certified|Contains recycled content|Supplied in 1000 Meters,"Made from Recycled polyester& Natural Rubber , GRS Certified. Part of the KindNesta elastics range. Kindness Score notes (provisional): GRS certified recycled content; Recycled feedstock.","Made from Recycled polyester& Natural Rubber , GRS Certified",,,/images/products/psp/psp-063.png,/images/products/psp/psp-063.png,Style,Style 1,75,GRS certified recycled content; Recycled feedstock,grs-certified|recycled,grs-certified|recycled|elastics|trims|grs elastics,psp-055|psp-056|psp-057|psp-058,FALSE,TRUE,0.28,EUR,ex-works,meter,1000 Meters,1000,"Made from Recycled polyester& Natural Rubber , GRS Certified",Elastics,FALSE
